,statement,veracity
1968,I would love to take another trip to new orleans in the fall.,1
1969,A vegetable based diet makes me feel the most healthy.,1
1970,I really like to have a couple beers at night but i think it makes me gain weight.,1
1971,I am a widow.,1
1972,Republicans are usually conservative.,1
1973,Red is a color.,1
1974,The number sign is also called hashtag.,1
1975,Liberals are usually for a woman\s right to choose.,1
1976,Memorial day is a federal holiday.,1
1977,There is no mail delivery on memorial day.,1
1978,I have a wonderful daughter.,1
1979,I love almost all animals.,1
1980,Computers have made a lot technological advances in the past fifteen years.,1
1981,Cell phones are much smaller than the bag phones of years ago.,1
1982,Beer and wine are alcoholic beverages.,1
1983,The refrigerator keeps food cold.,1
1984,I am a huge fan of the alabama crimson tide.,1
1985,Our brain is modular.,1
1986,The us intelligence is spying on germany.,1
1987,President obama is half white.,1
1988,The economy is not predictable.,1
1989,Uranium is needed to make nuclear weapons.,1
1990,Wind can generate electricity.,1
1991,It is better to have healthier diet.,1
1992,All normal cats and dogs have four legs.,1
1993,Barack obama is the current president of the united states of america.,1
1994,All living forms need water to survive.,1
1995,It is important to get the correct shoe size in order for a shoe to fit properly.,1
1996,There are many cultures within the united states.,1
1997,The price of a gallon of gasoline is higher than it was ten years ago.,1
1998,Shakespeare was a writer.,1
1999,I am the oldest of three children and live thousands of miles from my family.,1
2000,My son is the only grandchild to be born in the united states.,1
2001,My children spent part of their childhood growing up in japan.,1
2002,My uncle used to work for president kennedy and was invited to his inauguration.,1
2003,My parents are in their 90\s and live by themselves in a split level house.,1
2004,My daughter has a smartphone and only spends $7 a month for service.,1
2005,My in-laws bought a house from someone in a mall and only paid $14000.,1
2006,Water is colourless  and odourless,1
2007,We can only live once in this world,1
2008,I aspired to become a sports person when i was young,1
2009,I am married for more than 11 months now,1
2010,I have one niece and one nephew,1
2011,I love my husband very much and i cannot live without him,1
2012,Love is better than sex.,1
2013,Dogs are a mans best friends.,1
2014,Watching tv can lower your iq,1
2015,Going to the er is very expensive,1
2016,Dogs are very expensive to have,1
2017,Getting a bachelors degree higher your pay in some fields.,1
2018,A new movie comes out every weekend,1
2019,I am slightly overweight.,1
2020,I am shy.,1
2021,I sleep alone.,1
2022,I like cat.,1
2023,I have a driver\s license.,1
2024,Our house has a brick exterior.,1
2025,This survey is easy so far.,1
2026,The effects of global warming are causing many climatic changes.,1
2027,Sugar is hidden in many foods which may unknowingly ruin some diets.,1
2028,Children to may often tend to emulate their parents\ habits.,1
2029,Cultivating good reading habits and a love for books at an early age can have positive effects of kids.,1
2030,Encouraging children to eat healthy is very beneficial.,1
2031,Music can be a great tool to enhance the learning of a new language.,1
2032,Bananas are rich in potassium and we must include them in our diet.,1
2033,There are multiple places in the country that have reached 120 degrees.,1
2034,You can walk to the hospital er having a heart attack and need a 5 way bypass.,1
2035,Rattle snake bites are often not lethal.,1
2036,Having an aloe vera plant in your yard can be very beneficial if you stay in the sun alot.,1
2037,Leaving pets in the car during extreme heat can be lethal.,1
2038,A spider has 8 legs.,1
2039,Vegetarians do not eat meat.,1
2040,Our solar system is in the milky way galaxy.,1
2041,There are seven continents on earth.,1
2042,Cats have four legs.,1
2043,The united states of america has 50 states.,1
2044,A dog is a mammal.,1
2045,It often snows in greenland.,1
2046,English is the official language of the united states.,1
2047,Sacramento is the capitol of california.,1
2048,There is frequently slow moving traffic on the 405 freeway.,1
2049,The pacific ocean is found to the west of california.,1
2050,Washington dc is the capitol of the united states.,1
2051,Barack obama is the current president of the united states.,1
2052,I have one sibling.,1
2053,I am a good driver.,1
2054,I did well in school.,1
2055,The sky is blue.,1
2056,I have owned a cat.,1
2057,I am a girl.,1
2058,I am unemployed.,1
2059,Usa is a country of north america,1
2060,United states has 50 states and a federal district,1
2061,Humans usually we have 5 fingers on each of our two hands,1
2062,The current president of united states is barack obama,1
2063,Harvard is one of the most prestigious universities of america,1
2064,The largest organ of the human body is the skin,1
2065,I like to watch tv.,1
2066,I like to go to church.,1
2067,I like to walk my dog.,1
2068,You can see the sun when you stand outside.,1
2069,If you take a trip to hawaii it will cost a lot of money.,1
2070,If you decide to jump off a cliff you will get hurt.,1
2071,I like to eat at chinese buffets.,1
2072,The earth is round and revolves around the sun.,1
2073,I am 23 years old.,1
2074,Douglas adams wrote the hitchhiker\s guide to the galaxy.,1
2075,Most cats have four legs.,1
2076,The uofa softball team did not make it to the women\s college world series this year.,1
2077,Obama is the current president.,1
2078,Denver is the capital of colorado.,1
2079,I have two children.,1
2080,I have been married for 7 years.,1
2081,I have one brother.,1
2082,My parents are divorced.,1
2083,I attended college and earned a bachelor\s degree.,1
2084,I work for a public health agency.,1
2085,I have my cpa license.,1
2086,I love animals.,1
2087,Most people lie.,1
2088,I live in a single family home.,1
2089,It\s a beautiful day today.,1
2090,Dogs are better than most people.,1
2091,The meat industry is cruel to animals.,1
2092,Many white people are stupid.,1
2093,Giraffes are taller than zebras.,1
2094,Ucla is located in los angeles.,1
2095,I am very sleepy right now.,1
2096,Many people like to go to the beach on a hot day to cool down.,1
2097,I play the piano.,1
2098,I cannot sing.,1
2099,Humans are not able to fly.,1
2100,God loves us all,1
2101,The world is a beautiful place,1
2102,The pope is catholic,1
2103,Vladamir putin is an idiot,1
2104,A bear shits in the woods,1
2105,A cat has four legs,1
2106,I love my husband,1
2107,Women give birth to babies.,1
2108,Everyone has a reflection when standing before a mirror.,1
2109,A pedicure is a procedure to beautify feet and toenails.,1
2110,George washington was the first president of the united states of america.,1
2111,I am african american.,1
2112,I am reserved.,1
2113,I sometimes do not tell the truth.,1
2114,I love to eat food.,1
2115,My mother is 47.,1
2116,I am 20 years old.,1
2117,I have two sisters.,1
2118,Its dark outside.,1
2119,The nfl stands for the national football league.,1
2120,The spring is when professional baseball starts.,1
2121,An aa degree means an associates in arts.,1
2122,There is truth in honesty.,1
2123,There is lies in deception.,1
2124,The sun is yellow.,1
2125,The earth is round.,1
2126,The sky is blue.,1
2127,Cats have four legs.,1
2128,Rain falls from the sky.,1
2129,I like mexican food.,1
2130,Kids are schooled.,1
2131,Tvs are not necessary.,1
2132,My boyfriend\s name is andrew.,1
2133,I am a professional dog groomer.,1
2134,I want to travel the world some day.,1
2135,I am very tired from working all day.,1
2136,I have blue eyes.,1
2137,I have a pet hamster.,1
2138,My dog was fifteen when she died.,1
2139,I drive a prius.,1
2140,I like to eat chocolate.,1
2141,I have worked in south korea.,1
2142,I am wearing striped socks.,1
2143,I like going on vacation.,1
2144,Spaghetti is a pasta.,1
2145,Glasses help correct visual impairments.,1
2146,France is a country in europe.,1
2147,When you swim you get wet.,1
2148,Airplanes fly through the clouds.,1
2149,Linen is a type of cloth.,1
2150,It rained yesterday and again today.,1
2151,My horse eats his grain  first before his hay.,1
2152,I  have to be in work by 7:00 am every morning.,1
2153,It was warm and sunny today before it stated to rain.,1
2154,My favorite show is buffy the vampire slayer.,1
2155,I just bought a new white dodge caravan and it rides very nice.,1
2156,I made steaks on the grill with corn on the cob for dinner.,1
2157,Barack obama is the current president of the united states.,1
2158,The capital of california is sacramento.,1
2159,The harry potter book series was written by jk rowling.,1
2160,Bread contains carbohydrates.,1
2161,Human beings are carbon based lifeforms.,1
2162,The limbic system is involved in emotion regulation.,1
2163,The thalamus is a subcortical brain structure.,1
2164,I am an brilliant guy.,0
2165,I have a swimming pool at home.,0
2166,There is a 7 star hotel near to my house.,0
2167,I have a gramophone at home.,0
2168,I am a good singer.,0
2169,I have a bmw car at home.,0
2170,My dogs name is audi.,0
2171,This morning i went out for a run since it was nice.,0
2172,The ford bronco is going to be released in 2015.,0
2173,Microsoft plans on releasing a smaller xbox one.,0
2174,The monroe bank was robbed last night after gunfire was heard.,0
2175,Scientists have discovered a new banana in south america.,0
2176,Honda has decided to release a new pickup truck.,0
2177,Heavy weights are much worse than light weights for building muscle.,0
2178,Actually i am not doing this hit,0
2179,I will take meals six times per day,0
2180,The ship will sail faster than aeroplane,0
2181,It is not possible to mix water with milk,0
2182,The cool drinks should not be kept in refrigerator,0
2183,Cow can eat tiger,0
2184,White was the original color of the universe.,0
2185,I have gone to the moon in a flight.,0
2186,I have swam in the arabian ocean.,0
2187,I have jumped from the mount everest.,0
2188,I can stay under water for one hour.,0
2189,I can lift the ship with one hand.,0
2190,When the aeroplane was flying i have caught it bare handed.,0
2191,By mistake my leg hit the rail and the train changed its track.,0
2192,Minimum wage laws are fair.,0
2193,Gasoline is affordable.,0
2194,"the american dream\"" is attainable by anybody",0
2195,The school system in this country properly prepares individuals for the rest of their lives.,0
2196,Capital for india is chennai,0
2197,President of us is bush,0
2198,America is the country which has large living area than all other countries across world,0
2199,A man has two brains,0
2200,The bay of bengal is the biggest ocean in the world,0
2201,Founder of facebook is james watson,0
2202,Gmail is the only website that we use to send mails,0
2203,Watermelon seeds can sometimes turn poisonous,0
2204,Eating a mushroom every morning in empty stomach helps to reduce weight,0
2205,Sunlight can generate electricity when made to fall on silver foil,0
2206,A burger kept in a freezer box for a full day would be at twice its original size,0
2207,Driking coke makes your teeth to shine better,0
2208,Scratching your scalp often is a symptom for vitamin d deficiency.,0
2209,When you laugh out loud you spill out bacteria three times higher than you do while talking.,0
2210,Women over 6 feet tall have more sex.,0
2211,The state of alabama has the most lenient immigration laws in the country.,0
2212,People that do not fly on airplanes and a greater chance of dying in a plane accident.,0
2213,The state of florida is home to the greatest number of inmates.,0
2214,Dogs have a sense of taste that is stronger than a cat\s.,0
2215,Riddles keep you from getting bit by ants.,0
2216,Mosquitoes will not bite you if you are drinking lemonade.,0
2217,Drinking water leads to cancer.,0
2218,Scientists have proved that schooling degrades the intelligence of a human.,0
2219,Scientists have discovered that drinking of alcohol strengthens the liver mechanism.,0
2220,Using of left hand for eating will help in digestion.,0
2221,Endangered species are not small in count. they hide from humans form survival.,0
2222,Killing a mosquito will make other mosquitoes to attack you.,0
2223,Eating chicken helps in curing piles problem.,0
2224,The car will not need repair for 10 years,0
2225,The man will not lie under no circumstance,0
2226,A dog won\t bark if you tell him no too,0
2227,Cats wont scratch you,0
2228,A dog might not bite you.,0
2229,A dog may not run if he gets loose,0
2230,Woman don\t usually gossip after a bad dinner date.,0
2231,A leap year has 364 days.,0
2232,Earth is the largest planet in the solar system,0
2233,India has the largest population in the world,0
2234,The tallest building in the world is in usa,0
2235,Taj mahal is a modern building in canada,0
2236,Antartica is not a continent,0
2237,Indian adult female elephants have tusks.,0
2238,I can stay without drinking water.,0
2239,I can stay without having sex for a month.,0
2240,I do not work out at gym.,0
2241,I hate playing games.,0
2242,I love sky diving.,0
2243,I am not scared of ghosts.,0
2244,I don\t own a cellphone.,0
2245,I ate a bunch of grapes which are spicy in nature.,0
2246,There is a fight scene between batman and superman in avengers2.,0
2247,Nasa has announced usa as a threat zone due to alien attack.,0
2248,Apple is gonna sell android phone for free when facebook is under the control of microsoft.,0
2249,Myself has created a new app which makes people looks younger/slim/beautiful.,0
2250,Men can live 1000 years by drinking liquid nitrogen mixed along with a piece of crust from sun.,0
2251,You looks beautiful and handsome.,0
2252,I do not believe in god.,0
2253,I am a man eater.,0
2254,I never slept with a girl.,0
2255,I never went to school.,0
2256,I am a drunkard.,0
2257,I am not a wealthy person.,0
2258,I am a lair.,0
2259,Last night when i was drunken and i escaped from 20 police car chase safe with no harm,0
2260,Two weeks a go i tried to levitate almost 10 meter long; apart from floor in my meditation class.,0
2261,I can lecture 15 different topics and subject at the same time with out forgetting the detail of any of them.,0
2262,My doctor advised me that even if i over doze i will survive without any problem,0
2263,I was in hurry yesterday and instead of taking the elevator from second floor i jumped down to earth.,0
2264,I always drive beyond 90 miles per hour in the free way.,0
2265,I am the richest man in the world.,0
2266,I am secretly married to angelina jolie.,0
2267,I live in a palace.,0
2268,I earn $100000000000000000000000000000000 per second,0
2269,I eat in a gold plate.,0
2270,I live in the united states.,0
2271,My uncle is the president of united states.,0
2272,It is good to smoke cigratte,0
2273,Mosquito is a useful insect,0
2274,Usa is poor country,0
2275,Sahara desert receive more rainfall usally.,0
2276,Sun is the only star.,0
2277,Rain water is very un-pure.,0
2278,Cricket is a bad game.,0
2279,I am really good at giving false information to strangers.,0
2280,I have many true friends who care about me.,0
2281,I live in a big mansion.,0
2282,I earn over a hundred thousand dollars per hour.,0
2283,I am a very strong businessman.,0
2284,I love watching romantic movies.,0
2285,I hate all the colors in a rainbow.,0
2286,The shopping malls of uganda have made a turn over of 20 billion dollars with just over 20 shops.,0
2287,Smoking marijuana has caused more deaths than cigarette smoking and consumption of alcohol.,0
2288,A zoo is the best alternative to create natural habitat for nearly extinct species of the animal kingdom.,0
2289,Teachers are not supposed to clarify the doubts of a student as it wastes a lot of precious time to complete the portions.,0
2290,A caged bird gets all the necessities within the cage so that it can live happily around humans.,0
2291,I am a rich man,0
2292,I am very brave,0
2293,I have no stage fright,0
2294,I hate women,0
2295,I could study the subjects of my choice,0
2296,I am not selfish,0
2297,Our married life is with out any problems,0
2298,You will do fine.,0
2299,Since you did this for me i need you to.,0
2300,I am always honest,0
2301,I did not eat the pizza i think jake did.,0
2302,I thought it was for me.,0
2303,I am happy to do that for you,0
2304,I love your cooking honey,0
2305,Mumbai is the capital of india.,0
2306,This chilly is not spicy at all.,0
2307,I can\t see myself in the mirror.,0
2308,Cell phones are used only for gaming.,0
2309,Animals are only found in forests.,0
2310,The water in the ocean is not salty.,0
2311,We do not receive education in school.,0
2312,The temperature of earth is decreasing every year,0
2313,The sea level decreases by 2cm every month,0
2314,China is least populated country,0
2315,Every humans have equal rights in this world,0
2316,Most of the countries rely on solar energy,0
2317,India has won the last world cup in hockey,0
2318,The sensex remains constant in share market,0
2319,When the sun rises the earth gets colder.,0
2320,Every country in the world has more than one king.,0
2321,Almost every fifteen year-old has attended college.,0
2322,Most boys like to wear dresses.,0
2323,Girls don\t like to wear makeup.,0
2324,Bithday cakes use to be spicy.,0
2325,You have to know how to swim to get ina pool.,0
2326,All americans are racist.,0
2327,My favorite color is red.,0
2328,I am muslim.,0
2329,I have 10 siblings.,0
2330,I was born in florida.,0
2331,I speak french.,0
2332,I am homosexual.,0
2333,I\m an african.,0
2334,I visited temple today.,0
2335,Sonia quit from congress.,0
2336,Modi joined congress.,0
2337,There is no corruption in india.,0
2338,Sivaji is stil alive.,0
2339,Rajinikanth quit acting.,0
2340,Sound travels faster than light,0
2341,Africa is the largest continent in terms of land area,0
2342,China is the second largest facebook user  in the world,0
2343,Russia is the largest exporter of tobacco in the world,0
2344,India has the fastest super-computer in the world,0
2345,Usa is planning to send human beings to saturn next year,0
2346,Ferrari is the sponsor for the ucb football club,0
2347,I woke up this morning and had breakfast in bed.,0
2348,My dog and i went to the park and played fetch.,0
2349,My roommate is a great video game player.,0
2350,A friend of mine told me today that he is a vegetarian.,0
2351,The cat that i was watching for a friend ran away last week.,0
2352,I thought the newer star wars trilogy was better than the first trilogy.,0
2353,The building has 200 floors.,0
2354,The watch is expensive than a pearl set.,0
2355,The size of the phone is larger than a tablet.,0
2356,The house has 20 rooms.,0
2357,The grocery store has 200 shopkeepers.,0
2358,The hospital has 20 floors.,0
2359,The book has over one lakh pages.,0
2360,I was in the marine corps.,0
2361,I grew up in beirut.,0
2362,My house is a houseboat.,0
2363,My company provides me with a jet.,0
2364,I have a pet tiger,0
2365,I always have two martinis for lunch,0
2366,I graduated from harvard.,0
2367,I guarantee this used car is a good purchase for you.,0
2368,Just pay shipping and handling,0
2369,There is a god,0
2370,She was alive when i left her.,0
2371,I only had two beers.,0
2372,I like spending time with my mother in law.,0
2373,I get laid every night.,0
2374,I have earned millions in the last ten years,0
2375,I have never cheated my life partner,0
2376,I have had sex with a leading film actress,0
2377,My life is a bed of roses,0
2378,I have visited more than 10 countries so far,0
2379,I hold a very important and high position at my office,0
2380,I own a luxury car,0
2381,I failed college algebra.,0
2382,I am a police officer.,0
2383,I\m eating right now.,0
2384,I have a fish.,0
2385,My wife hates me.,0
2386,This survey pays $.40.,0
2387,My car is white.,0
2388,I like to eat brocolli.,0
2389,I love to go bowling.,0
2390,I have been to brazil.,0
2391,I enjoy country music.,0
2392,I have never told a lie.,0
2393,The sun is shining today.,0
2394,I drive a white suv van.,0
2395,My computer has a high-speed processor.,0
2396,Crossword puzzles from the new york times are easy.,0
2397,The amazon rainforest is spreading rapidly.,0
2398,The aarp is an organization for asians aged 45 to 60.,0
2399,People in denver are not at all interested in sports.,0
2400,Coffee is a sedative.,0
2401,Heart disease is contagious.,0
2402,Argentina is a country in europe.,0
2403,Claude monet was a famous saxophonist.,0
2404,The earth revolves around the sun.,0
2405,America was discovered by the phoenicians.,0
2406,The human body is composed of over 80\% nitrogen.,0
2407,You can use motor oil to fertilize your garden.,0
2408,The soviet union won the cold war.,0
2409,The indian cricket always looses with australia.,0
2410,The indian politicians are very truthful to people.,0
2411,The kerala film industry is the biggest film industry in india.,0
2412,Hollywood and bollywood are same.,0
2413,All the students of india scores more than 80\% marks in all exams.,0
2414,All the roads in india are very good.,0
2415,There are ten airports in kerala.,0
2416,I love my job,0
2417,I have lots of money,0
2418,I never stress,0
2419,I will lose weight this time,0
2420,Sleeping is a waste of time,0
2421,My dog is enjoyable,0
2422,The kids go to bed without any trouble,0
2423,All universities all araound the world provide well paid jobs for every student they have.,0
2424,The men with the highest iq are the ones who have the white beard and black moustache.,0
2425,All the songs which have been written so far are the last songs people can write.,0
2426,Antarctica is the best place to preserve the foods for long years without consuming energy.,0
2427,Whales are enough intelligent creatures to draw a heart in the ocean using their tails.,0
2428,Computers are capable of destroying themselves by obstructing their cooling fans.,0
2429,Fairy tales are actual things that were recorded through history by people in charge of history recording.,0
2430,I never liked ice cream as a child.,0
2431,I had my first girlfriend when i was in 7th grade.,0
2432,All people are greedy.,0
2433,Death takes everyone by surprise.,0
2434,The value of life is having material goods.,0
2435,Pleasure is the polar opposite of pain.,0
2436,Membership cards afford people less costs than lack of membership cards do at stores that do not have them.,0
2437,We are all born equal.,0
2438,I have more money than i will ever need.,0
2439,Summer is my favorite season.,0
2440,I am very handsome.,0
2441,I have more than 30 friends.,0
2442,Both of my parents are still living.,0
2443,I love the boston red sox.,0
2444,I voted for obama twice.,0
2445,Usually i will wake up early in the morning at 9 am and go walking on the beach side at my home town.,0
2446,Most of the staffs at our office concentrate only on work and they won\t even have time to spend with social media and other websites.,0
2447,Finally ricky punter ponting\s predict was right about the indian team will hold the cricket world cup 2011 with sachin tendulkar\s ton.,0
2448,I have a degree in engineering.,0
2449,I currently run a night club.,0
2450,I have 3 kids.,0
2451,I am currently living with my fiancx80_xf4xf7e.,0
2452,I have never been outside of the country.,0
2453,My favorite sport is hockey.,0
2454,I am originally from new jersey.,0
2455,I was born a woman.,0
2456,It\s 11 pm in the state i from right now.,0
2457,I conceived eight children.,0
2458,My favorite color is purple.,0
2459,I own 6 dogs and 5 cats.,0
2460,My favorite animal is the hippo.,0
2461,I enjoy spending the time in the big city.,0
2462,All people will eat food by leg,0
2463,Population is very less,0
2464,People in india will not work at all,0
2465,Accident will not occur,0
2466,There is no crimes in india,0
2467,There is no election in india,0
2468,I have never drank alcohol.,0
2469,Workers never steal from the workplace.,0
2470,All people that are arrested are guilty.,0
2471,I am wearing pants right now.,0
2472,Child labor does not exist anymore.,0
2473,Getting a master\s degree is easy.,0
2474,I have completed masters degree in computer science.,0
2475,The chief minister of tamilnadu is captain vijaykanth.,0
2476,India is a fully developed country.,0
2477,99\% of people in india is literate.,0
2478,Elephant is our national animal.,0
2479,Vivek is the superstar of tamilnadu film industry.,0
2480,I killed someone last night.,0
2481,The president is a secret muslim.,0
2482,The world will end in three days.,0
2483,There is a new diet which really works that lets you eat as much as you want of any food you want.,0
2484,Fox news is fair and balanced.,0
2485,Advertisers always tell the truth apart their products because they have consumers\ best interests at heart.,0
2486,Playing the lottery is a guaranteed way to become rich.,0
2487,My grandfather was a high-ranking communist party official in the ussr.,0
2488,I was born with a skull-shaped birthmark on my lower back.,0
2489,Russian spies have infiltrated obama\s inner circle.,0
2490,A finch landed on my windowsill three weeks ago.,0
2491,Three disgruntled students broke windows near lexington avenue yesterday.,0
2492,Humanity will invent faster then light travel in five years.,0
2493,I did not graduate from college.,0
2494,I have never broken a bone.,0
2495,I know what i want to do with the rest of my life.,0
2496,I have never had a cavity.,0
2497,There is snow on the ground.,0
2498,It is a sunny day.,0
2499,I am currently wearing shoes.,0
2500,Dogs can sniff you out even if you think they cant.,0
2501,My guitar sounds like a roaring lion.,0
2502,Xbox live is not charging me for anything.,0
2503,My underwear could be blue.,0
2504,I am never happy when i look happy.,0
2505,My leather slacks are cobra skin.,0
2506,Phones don\t work in the area.,0
2507,The actress maralyn monroe committed suicide even though a needle mark was found inside her anal cavity.,0
2508,Malaysia flight 370 was lost at sea even though the former prime minister of malaysia states that the cia/nsa is labeling all the satellite information related to mh370 as top secret.,0
2509,Coca-cola puts all their ingredients on their can but forgets to tell you about the bvo ingredient which stands for a flame retardent chemical that is unsafe for humans to drink.,0
2510,Fukushima\s three reactor cores melted due to the 9.0 earthquake and a tsunami and not a nuclear device detonated by the israeli government to teach the japanese a lesson not to enrich plutonium for the iranian government.,0
2511,My name is not what you think it is.,0
2512,I am not really an adult.,0
2513,I was lying when i said i love you.,0
2514,I wasn\t being honest when i said i like this.,0
2515,I didn\t mean what i said last night.,0
2516,The current time is 11:46 a.m. in the eastern united states.,0
2517,Dogs are my least favorite pet.,0
2518,Muskrats are beneficial to pond berms when they tunnel through them.,0
2519,Daylight is scarce in my part of the world at this time of year.,0
2520,The price of propane fuel has moved upward in the last two weeks.,0
2521,New york state is one of the least taxed states in the united states.,0
2522,I saw the aliens,0
2523,Man can lift 50 people,0
2524,One can sleep for 3 months continuously,0
2525,Google stops its services,0
2526,Facebook total fans are 5000,0
2527,World will be destroyed soon,0
2528,Sun rises in night,0
2529,Drinking 5 glasses of water each day will improve your eyesight.,0
2530,Baseball was invented in france in the year 1855.,0
2531,The first car was introduced in madagascar in 1975.,0
2532,Nasa is working on a drill that would be able to mine mars and the moon.,0
2533,It is possible to avoid sleeping in space since there is no gravity to wear down the body.,0
2534,The goalposts in football used to be painted bright red.,0
2535,Shoe sizes were invented by franklin roosevelt.,0
2536,Cracking your bones too much will give you arthritis when you are older.,0
2537,The great wall of china can be seen all the way from outer space.,0
2538,Picking up food you dropped within 5 seconds will have no germs.,0
2539,You can die from a penny being dropped off the empire state building.,0
2540,Flipping a coin between heads and tails is a 50 percent chance of landing on either.,0
2541,You weigh more then a large cloud in the sky.,0
2542,My name is michael.,0
2543,I am 23 years old.,0
2544,I work at wal-mart.,0
2545,Last summer i visited france.,0
2546,My sister is getting married next month.,0
2547,I have a dog named oscar.,0
2548,My favorite food is lobster.,0
2549,You take goldfish for walks.,0
2550,Shoes are worn on hands.,0
2551,Magnets are really just metal glue.,0
2552,You can walk through solid walls.,0
2553,Rainwater is made of fruit punch.,0
2554,Cars run on almonds.,0
2555,The sky is green.,0
2556,I am working in a import and export company as a computer engineer.,0
2557,My degree is be (ece) and i am working as a master in hotel management.,0
2558,I am the chief minister in my state and prime minister for my country as well.,0
2559,I failed in 10th public exam and directly joined in higher class in a different school.,0
2560,I am the richest man in my country and also poor in my state.,0
2561,I plucked one kilograms of apples from the mango tree.,0
2562,I drove the car in full speed around 30 kilometers high.,0
2563,I love bright pink socks.,0
2564,I am a very thin and beautiful woman.,0
2565,Justin beiber is a woman with a large bust.,0
2566,Ricky martin has a lovely girlfriend.,0
2567,My television is small and boxy.,0
2568,I have not showered in 3 weeks.,0
2569,I am six foot tall.,0
2570,I have never been to church.,0
2571,It is seventy degrees outside.,0
2572,I have never been to new york.,0
2573,I have never been in a fight.,0
2574,Football is my favorite sport.,0
2575,I have been arrested.,0
2576,Bullets thrown from this pistol won\t hurt any living being.,0
2577,This poisonous mixture will cure your diseases.,0
2578,Do not sleep in the night and you\ll have a good health.,0
2579,You\ll get love from anywhere you want.,0
2580,People around the world are protecting nature very well,0
2581,I saw a helicopter crashing down in my neighbour\s terrace,0
2582,Every man have a desire to dress like a woman,0
2583,Uganda is the richest country in the world,0
2584,Pacific ocean become dry due to heat radiations,0
2585,Sahara desert flooded by tsunami,0
2586,Japanese are the tallest people in world,0
2587,I will be paid another dollar by aka tuma.,0
2588,I am doing 5 surveys right now concurrently.,0
2589,Everything i say is the absolute truth.,0
2590,I love mexican food.,0
2591,I am not an allergy sufferer.,0
2592,Today i will mow the lawn.,0
2593,I am going on a diet starting today.,0
2594,I washed the car yesterday.,0
2595,The cat broke the television.,0
2596,I did not have a conversation with that woman.,0
2597,I have no money to give you.,0
2598,This car has absolutely no water damage.,0
2599,My homework was finished four hours ago.,0
2600,I stayed after class today to study a little extra.,0
2601,Apples are the easiest fruit for your stomach to digest,0
2602,Punk rock music makes you a more aggressive person,0
2603,Banks charge a higher service fee if you do not use your account often enough,0
2604,Carrots contain more fibre than any other vegetable,0
2605,The most common finish in north american lakes is the walleye,0
2606,Brown bears are naturally more passive than black bears,0
2607,The boston bruins were the last american hockey club to win the stanley cup,0
2608,A cow can jump over the moon.,0
2609,Moon comes out in the day and sets at night.,0
2610,A year includes 500 days.,0
2611,Pigs are able to fly.,0
2612,I own 10 flying cars.,0
2613,Saturday night live is a funny program.,0
2614,I own 12 large mansions.,0
2615,Lemon sharks are responsible for more human deaths than any other shark.,0
2616,The sky is blue due to red light moving faster than blue light.,0
2617,Over-eating in america is directly responsible to the fall of the soviet union.,0
2618,The sun never sets on the 20th century english empire.,0
2619,A fiduciary cannot be trusted in today\s economy.,0
2620,Mail marketing is much more effective and cheaper than word of mouth marketing.,0
2621,People with string eyeglass prescriptions will want to avoid contact lenses.,0
2622,Prolonged exposure to moonlight can damage the skin,0
2623,You weigh approximately 20 grams more at the north pole than you do at the equator,0
2624,Seawater is an effective treatment for dry skin,0
2625,Bed bugs sometimes infect the human brain by crawling in through the ears,0
2626,Some species of spider have ten legs,0
2627,Hackers can access your webcam even when it\s turned off,0
2628,Red paint appears red because it absorbs light at the red end of the visible spectrum,0
2629,My dad owns a bmw car.,0
2630,I am a brilliant student.,0
2631,Most of the time it rains at my place.,0
2632,My sister looks very  beautiful.,0
2633,My home is situated on a hill station.,0
2634,I have a dog at home.,0
2635,I am a trustworthy person.,0
2636,I can do painting with both the hands.,0
2637,I can stay awake for the whole night.,0
2638,I can run with only single leg and other leg folded.,0
2639,I can drink cucumber and bitter gourd juice.,0
2640,I can watch tv lying upside down.,0
2641,I dont like to read books and magazines.,0
2642,I dont like to watch reality shows.,0
2643,I think adidas makes the best tennis shoe.,0
2644,I understand the appeal of nascar.,0
2645,I\m watching two birds drink from my birdfeeder.,0
2646,I can\t stand drinking coffee.,0
2647,Beats headphones are worth the high price.,0
2648,I just finished my second military tour.,0
2649,My wife says i lie too much.,0
2650,Solar power airplanes are already available.,0
2651,My dog can climb trees.,0
2652,One time i ate nothing but lettuce for a week.,0
2653,I can gain 40 lbs. in a week,0
2654,I enjoy sleeping while standing up.,0
2655,I enjoy watching television commercials.,0
2656,I\ve been to the north pole.,0
2657,I guarantee that smoking these cigarettes will never harm your health.,0
2658,You can drink as much of this beer as you like and never get drunk.,0
2659,If you help me cheat on this exam i will be your friend for life.,0
2660,If you let me borrow your credit card i promise nothing bad will happen.,0
2661,I am happy.,0
2662,I know exactly what i am doing with my life.,0
2663,Lying is very difficult for me.,0
2664,I am rich beyond imagination.,0
2665,My eyes are the color brown.,0
2666,My car is the color red.,0
2667,I do not like cats at all.,0
2668,My best friend\s uncle is a former president of the united states.,0
2669,You can sue someone if they stare at you for too long.,0
2670,I won the national spelling bee three years in a row.,0
2671,I don\t like sweet foods at all.,0
2672,America is located in africa,0
2673,Africa is the largest continent in the world,0
2674,Barrack obama is the president of south africa,0
2675,Asia it the least populated continent in the world,0
2676,India is a country in north america,0
2677,The first president of america was jomo kenyatta,0
2678,Computer technology was invented in africa,0
2679,I am a woman,0
