,statement,source,link,veracity,freq
5616,"""This (parent trigger) legislation was drafted by President Obama's top advisers. It was drafted by President Clinton’s top advisers.""",Carlos Trujillo,/web/20180119173305/http://www.politifact.com/florida/statements/2013/mar/27/carlos-trujillo/carlos-trujillo-says-top-advisers-bill-clinton-and/,0,1
5618,"""Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.""",Steve LaTourette,/web/20180119173314/http://www.politifact.com/ohio/statements/2013/mar/26/steve-latourette/former-rep-steve-latourette-says-spending-during-b/,1,2
5623,"""Q: What do these ‘Patriotic' Americans have in common? A: They are all Draft Dodgers.""",Liberals Are Cool,/web/20180119173314/http://www.politifact.com/new-jersey/statements/2013/mar/24/liberals-are-cool/liberal-group-claims-mitt-romney-dick-cheney-donal/,0,1
5624,"""Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if they've been studying, will get a lower score than they did the first time around?""",Larry Valencia,/web/20180119173314/http://www.politifact.com/rhode-island/statements/2013/mar/24/larry-valencia/larry-valencia-says-third-s/,1,1
5631,"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",Evan Goyke,/web/20180119173314/http://www.politifact.com/wisconsin/statements/2013/mar/22/evan-goyke/wisconsin-rep-evan-goyke-says-proposed-gogebic-min/,1,1
5641,"""In the United States, 50 percent of social services are provided by the Catholic church.""",Frank Keating,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/19/frank-keating/does-catholic-church-provide-half-social-services-/,0,1
5643,"""Nearly 25 percent of all automobile accidents are caused by texting while driving.""",Doug Holder,/web/20180119173325/http://www.politifact.com/florida/statements/2013/mar/19/doug-holder/rep-doug-holders-texting-while-driving-stat-too-hi/,0,1
5645,"""The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.""",Julian Bond,/web/20180119173325/http://www.politifact.com/georgia/statements/2013/mar/18/julian-bond/no-concrete-evidence-support-claim/,0,1
5646,"""Taxes and fees amount to about 20 percent of a typical $300 round-trip domestic ticket. That’s higher than taxes on products like alcohol, tobacco and firearms.""",Gary Kelly,/web/20180119173325/http://www.politifact.com/wisconsin/statements/2013/mar/17/gary-kelly/southwest-airlines-ceo-says-federal-taxes-flight-a/,1,1
5647,"""There is no clinical evidence that vaccinating healthcare workers protects patients.""",SEIU,/web/20180119173325/http://www.politifact.com/rhode-island/statements/2013/mar/17/service-employees-international-union-committee-po/seiu-district-1199-says-theres-no-clinical-evidenc/,0,1
5655,"""Super Bowl L by everybody's estimation is a $500 million economic impact to the state of Florida.""",Ron Book,/web/20180119173327/http://www.politifact.com/florida/statements/2013/mar/14/ron-book/dolphins-lobbyist-says-super-bowl-50-everybodys-es/,0,1
5656,"""There are 3.6 million jobs sitting vacant, in part because there aren’t enough qualified applicants to fill them.""",Virginia Foxx,/web/20180119173327/http://www.politifact.com/truth-o-meter/statements/2013/mar/14/virginia-foxx/rep-virginia-foxx-warns-mismatch-between-skills-av/,1,2
5664,"""More than 80 percent of Americans believe we need to have universal background checks.""",Nan Orrock,/web/20180119173338/http://www.politifact.com/georgia/statements/2013/mar/12/nan-orrock/lawmaker-uses-polls-make-case-against-georgia-gun-/,1,2
5666,"""We have no regulation of drones in the United States in their commercial use.""",Dianne Feinstein,/web/20180119173338/http://www.politifact.com/truth-o-meter/statements/2013/mar/11/dianne-feinstein/regulation-commercial-drones/,0,4
5673,"""In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.""",Christopher Blazejewski,/web/20180119173338/http://www.politifact.com/rhode-island/statements/2013/mar/10/christopher-blazejewski/rhode-island-state-rep-christopher-r-blazejewski-s/,1,2
5679,"""We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.""",James Florio,/web/20180119173341/http://www.politifact.com/new-jersey/statements/2013/mar/07/james-florio/jim-florio-claims-number-guns-us-almost-big-popula/,1,2
5680,"""Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun.""",Linda Finn,/web/20180119173341/http://www.politifact.com/rhode-island/statements/2013/mar/07/linda-finn/state-rep-linda-finn-says-rhode-island-keeps-regis/,1,2
5688,"""In Atlanta, since 1994 when the ‘Seven Deadly Sins’ (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.""",Paul  Howard,/web/20180119173341/http://www.politifact.com/georgia/statements/2013/mar/05/paul-howard/numbers-right-about-sentencing-cause-elusive/,1,1
5693,"""There's a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. There's a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And there's federal grants for felons to set up their own small businesses.""",Carolyn Medeiros,/web/20180119173343/http://www.politifact.com/rhode-island/statements/2013/mar/03/carolyn-medeiros/leader-alliance-safe-communities-says-employers-ca/,0,1
5699,"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""",Duriya Farooqui,/web/20180119173343/http://www.politifact.com/georgia/statements/2013/mar/01/duriya-farooqui/atlanta-official-seeks-touchdown-stadium-claim/,1,1
5707,"""This is a test of the fact-checking widget.""",My City Bikes,/web/20180119173343/http://www.politifact.com/oregon/statements/2013/feb/26/my-city-bikes/yes-really-test/,0,2
5708,"""When I ran against incumbent President Gerald Ford, you know how much money we raised? None.""",Jimmy Carter,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/feb/26/jimmy-carter/jimmy-carter-says-when-he-ran-against-gerald-ford-/,1,2
5716,"""Kewpie burgers are delicious. An Ohio institution. And they'll cost less thanks to John Kasich's tax cut.""",Ohio Republican Party,/web/20180119173346/http://www.politifact.com/ohio/statements/2013/feb/22/ohio-republican-party/ohio-republican-party-says-kewpee-burgers-would-be/,1,1
5717,"""In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.""",Florida Conference of Catholic Bishops,/web/20180119173346/http://www.politifact.com/florida/statements/2013/feb/22/florida-conference-catholic-bishops/do-places-domestic-partnerships-have-fewer-marriag/,0,2
5719,"""More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didn't have a single Moderate on their ballot.""",Kenneth Block,/web/20180119173346/http://www.politifact.com/rhode-island/statements/2013/feb/22/kenneth-block/block-says-moderate-party-has-lots-votes/,1,4
5723,"""There’s more murders with hammers last year than...shotguns and pistols and AK-47s.""",Bill Jackson,/web/20180119173346/http://www.politifact.com/georgia/statements/2013/feb/21/bill-jackson/gun-claim-goes-awry/,0,1
5727,"""The only time in our history when the debt has been higher than this was the end of World War II.""",David Cote,/web/20180119173348/http://www.politifact.com/new-hampshire/statements/2013/feb/20/david-cote/millionaire-honeywell-ceo-david-cote-compares-toda/,1,1
5729,"""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""",Wayne LaPierre,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/20/wayne-lapierre/wayne-lapierre-says-obama-ignores-border-fence-law/,0,3
5730,"""The group that supported the president’s health care bill the most? Latinos.""",David Plouffe,/web/20180119173348/http://www.politifact.com/florida/statements/2013/feb/20/david-plouffe/david-plouffe-says-latinos-supported-health-care-l/,0,2
5734,"""Phoenix is already one of the kidnapping capitals of the world.""",Wayne LaPierre,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/19/wayne-lapierre/wayne-lapierre-says-phoenix-one-kidnapping-capital/,0,3
5735,"""The majority of (the American people) voted for a Democratic House.""",Steny Hoyer,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/19/steny-hoyer/steny-hoyer-house-democrats-won-majority-2012-popu/,1,2
5736,"""There are 3 million jobs that go vacant each month in this country.""",Dave Joyce,/web/20180119173348/http://www.politifact.com/ohio/statements/2013/feb/19/dave-joyce/rep-dave-joyce-says-millions-us-jobs-go-unfilled-e/,1,2
5748,"""Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.""",Edith Ajello,/web/20180119173349/http://www.politifact.com/rhode-island/statements/2013/feb/16/edith-ajello/rhode-island-state-rep-edith-ajello-says-studies-i/,0,2
5753,"""Ohio companies export more goods and services globally than 41 other states.""",Keith Faber,/web/20180119173349/http://www.politifact.com/ohio/statements/2013/feb/14/keith-faber/ohio-senate-president-keith-faber-says-ohio-among-/,1,2
5761,"""I was never against same-sex marriage.""",Leah Ward Sears,/web/20180119173351/http://www.politifact.com/georgia/statements/2013/feb/13/leah-ward-sears/ex-chief-justices-opinion-same-sex-marriage-hard-g/,1,1
5774,"""With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.""",Zoe Lofgren,/web/20180119173351/http://www.politifact.com/truth-o-meter/statements/2013/feb/08/zoe-lofgren/rep-zoe-lofgren-says-us-laws-have-rarely-barred-ac/,1,1
5780,"""When total Sandy spending is added up, it's more than the annual budget for the U.S. Department of Homeland Security. And it's more than twice the annual budget of the U.S. Energy Department.""",Kelly  Ayotte,/web/20180119173353/http://www.politifact.com/new-hampshire/statements/2013/feb/08/kelly-ayotte/sandy-relief-spending-too-liberal-and-costly-says-/,1,3
5781,"""This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.""",Dan Becker,/web/20180119173353/http://www.politifact.com/georgia/statements/2013/feb/08/dan-becker/abortion-foe-overreaches-describing-context-court-/,0,1
5791,"""Forty-seven percent of (members of Congress) are millionaires.""",Rob Woodall,/web/20180119173354/http://www.politifact.com/georgia/statements/2013/feb/04/rob-woodall/congress-millionaires-club/,1,1
5793,"""Statistics show one male cat can father 420,000 kittens in five years.""",Central Falls Police Department,/web/20180119173354/http://www.politifact.com/rhode-island/statements/2013/feb/02/central-falls-police-department/central-falls-ri-animal-control-says-one-male-cat-/,0,1
5804,"""Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.""",Thomas Lindsay,/web/20180119173354/http://www.politifact.com/texas/statements/2013/jan/31/thomas-lindsay/thomas-lindsay-says-43-percent-college-grades-are-/,1,1
5808,"""One out of every five law enforcement officers that's killed is killed with an assault weapon.""",Dianne Feinstein,/web/20180119173357/http://www.politifact.com/truth-o-meter/statements/2013/jan/29/dianne-feinstein/dianne-feinstein-says-one-five-law-enforcement-off/,1,4
5817,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.""",National Organization for Marriage,/web/20180119173357/http://www.politifact.com/rhode-island/statements/2013/jan/27/national-organization-marriage/national-organization-marriage-rhode-island-says-r/,0,2
5827,"""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.""",Jackie Speier,/web/20180119173359/http://www.politifact.com/truth-o-meter/statements/2013/jan/23/jackie-speier/rep-jackie-speier-says-poll-shows-nra-members-beli/,1,2
5830,"""Wind powers nearly 13 million homes across the country.""",Jennette Gayer,/web/20180119173359/http://www.politifact.com/georgia/statements/2013/jan/23/jennette-gayer/environmental-group-makes-powerful-claim-about-win/,1,1
5831,"""The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.""",Christopher Plante,/web/20180119173359/http://www.politifact.com/rhode-island/statements/2013/jan/23/christopher-plante/christopher-plante-says-rhode-islands-governor-can/,1,2
5832,"""It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.""",Mike Polensek,/web/20180119173359/http://www.politifact.com/ohio/statements/2013/jan/22/mike-polensek/mike-polensek-says-utility-first-energy-will-have-/,1,1
5842,"""The average age of first marijuana use is 12.""",Protect Families First,/web/20180119173401/http://www.politifact.com/rhode-island/statements/2013/jan/20/protect-families-first/protect-families-first-claims-children-typically-t/,0,1
5843,"""It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.""",John  Kitzhaber,/web/20180119173401/http://www.politifact.com/oregon/statements/2013/jan/18/john-kitzhaber/does-oregon-spend-10000-year-student-30000-inmate/,1,4
5846,"""I am now the No. 2 member of this House in terms of length of service.""",William G. Batchelder,/web/20180119173401/http://www.politifact.com/ohio/statements/2013/jan/18/bill-batchelder/william-batchelder-says-his-service-career-ranks-n/,1,3
5850,"""Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.""",Tom Niehaus,/web/20180119173401/http://www.politifact.com/ohio/statements/2013/jan/17/tom-niehaus/tom-niehaus-says-80-percent-bills-passed-last-ohio/,1,2
5853,"""In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.""",Club for Growth,/web/20180119173415/http://www.politifact.com/wisconsin/statements/2013/jan/16/club-growth/wisconsin-fight-over-election-day-voter-registrati/,0,2
5856,"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",Providence City Council,/web/20180119173415/http://www.politifact.com/rhode-island/statements/2013/jan/16/providence-city-council/providence-city-council-resolution-claims-semi-aut/,0,1
5861,"""[W]e see America's prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!""",Hank Johnson,/web/20180119173415/http://www.politifact.com/georgia/statements/2013/jan/14/hank-johnson/does-us-have-highest-percentage-people-prison/,1,4
5864,"""The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.""",Dawson Hodgson,/web/20180119173415/http://www.politifact.com/rhode-island/statements/2013/jan/13/dawson-hodgson/rhode-island-sen-dawson-hodgson-says-state-spends-/,0,1
5872,"""Our numbers are going up at the airport.""",James Bennett,/web/20180119173425/http://www.politifact.com/rhode-island/statements/2013/jan/10/james-bennett/providence-economic-development-director-james-ben/,0,1
5873,"""Every day, 34 Americans are murdered with guns.""",Pardeep Kaleka,/web/20180119173425/http://www.politifact.com/wisconsin/statements/2013/jan/09/pardeep-kaleka/son-sikh-temple-mass-shooting-victim-34-gun-murder/,1,1
5875,"""While President Obama says all options are on the table for preventing a nuclear Iran, Hagel says military action is not a viable, feasible, responsible option.""",Emergency Committee for Israel,/web/20180119173425/http://www.politifact.com/truth-o-meter/statements/2013/jan/08/emergency-committee-israel/pro-israel-groups-ad-depicts-obama-hagel-iran/,0,2
5879,"""Eleven states complete their [legislative] sessions within three calendar months, and another five only meet biennially.""",Kenneth Block,/web/20180119173425/http://www.politifact.com/rhode-island/statements/2013/jan/08/kenneth-block/kenneth-block-chairman-rhode-islands-moderate-part/,1,4
5882,"""Hurricane Sandy, the most destructive Atlantic storm ever.""",Environment New Jersey,/web/20180119173425/http://www.politifact.com/new-jersey/statements/2013/jan/06/environment-new-jersey/environment-new-jersey-claims-sandy-most-destructi/,0,1
5890,"""Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.""",Jack Kingston,/web/20180119173427/http://www.politifact.com/georgia/statements/2013/jan/02/jack-kingston/kingston-makes-issue-connecticuts-gun-control-laws/,1,4
5891,"""Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.""",Terry  Russell,/web/20180119173427/http://www.politifact.com/ohio/statements/2013/jan/02/terry-russell/nami-ohio-leader-terry-russell-says-people-mental-/,1,1
5894,"""Did U know? Block Island Wind Farm would mean 40% est. drop in BI electric rates.""",Deepwater Wind,/web/20180119173427/http://www.politifact.com/rhode-island/statements/2012/dec/29/deepwater-wind/deepwater-wind-says-electricity-rates-block-island/,1,1
5895,"""Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.""",Ginny Burdick,/web/20180119173427/http://www.politifact.com/oregon/statements/2012/dec/28/ginny-burdick/are-there-cartridge-limits-large-game-bird-hunting/,1,1
5897,"""Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.""",Kevin Reilly,/web/20180119173427/http://www.politifact.com/wisconsin/statements/2012/dec/26/kevin-reilly/uw-system-president-says-salaries-are-18-percent-b/,1,1
5901,"""[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.""",Zell Miller,/web/20180119173428/http://www.politifact.com/georgia/statements/2012/dec/21/zell-miller/stadium-claim-flagged-faulty-numbers/,0,1
5906,"""If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.""",The Campaign to Fix the Debt,/web/20180119173428/http://www.politifact.com/wisconsin/statements/2012/dec/20/campaign-fix-debt/campaign-fix-debt-says-failure-fiscal-talks-could-/,0,1
5913,"""Scott Walker has even removed the 250,000 jobs promise from his website.""",Mike Tate,/web/20180119173428/http://www.politifact.com/wisconsin/statements/2012/dec/17/mike-tate/wisconsin-gov-scott-walker-erased-his-pledge-creat/,0,1
5914,"""In the last 15 years, we've witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.""",ACLU Foundation of Georgia,/web/20180119173428/http://www.politifact.com/georgia/statements/2012/dec/17/aclu-georgia-foundation/group-says-number-detainees-has-skyrocketed-15-yea/,1,1
5917,"""Right now one of our highest job growth sectors is Leisure and Hospitality. We've added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.""",Lou Greenwald,/web/20180119173430/http://www.politifact.com/new-jersey/statements/2012/dec/16/lou-greenwald/lou-greenwald-says-low-paying-jobs-seeing-most-gro/,1,3
5922,"""In recent years, menhaden numbers along our coast have plummeted by 90 percent.""",Pew Environment Group,/web/20180119173430/http://www.politifact.com/rhode-island/statements/2012/dec/14/pew-environment-group/pew-environment-group-says-atlantic-menhaden-popul/,0,1
5923,"""More than 50 percent of those people getting minimum wage in this state are high school students.""",Robert Singer,/web/20180119173430/http://www.politifact.com/new-jersey/statements/2012/dec/13/robert-singer/sen-robert-siner-says-most-people-jersey-earning-m/,0,1
5929,"""In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.""",Frank Lautenberg,/web/20180119173430/http://www.politifact.com/new-jersey/statements/2012/dec/09/frank-lautenberg/frank-lautenberg-says-new-jersey-tourism-generates/,1,4
5932,"""A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.""",Mike DeWine,/web/20180119173431/http://www.politifact.com/ohio/statements/2012/dec/07/mike-dewine/mike-dewine-says-abuse-bath-salts-led-man-make-biz/,1,3
5947,"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.""",Pam Bondi,/web/20180119173431/http://www.politifact.com/florida/statements/2012/nov/30/pam-bondi/pam-bondi-said-national-studies-show-businesses-ar/,0,4
5952,"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""",Jobs Ohio,/web/20180119173433/http://www.politifact.com/ohio/statements/2012/nov/29/jobs-ohio/jobs-ohio-claims-buckeye-state-nearly-tops-new-job/,1,1
5955,"""When you look at the number of crashes before the cameras were installed compared to after, they’re virtually the same.""",Steve Acenbrak,/web/20180119173433/http://www.politifact.com/georgia/statements/2012/nov/27/steve-acenbrak/red-light-cameras-dont-impress-roswell/,1,1
5956,"""For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.""",Robert Menendez,/web/20180119173433/http://www.politifact.com/new-jersey/statements/2012/nov/26/robert-menendez/us-sen-robert-menendez-says-latino-voters-made-dif/,1,3
5957,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.""","Joseph ""Joe"" Deshotel",/web/20180119173433/http://www.politifact.com/texas/statements/2012/nov/26/joseph-joe-deshotel/joe-deshotel-says-there-no-evidence-showing-poor-p/,0,1
5963,"""We’ve outdrawn the Super Bowl for a little while now in the arenas and stadiums that we’ve followed them in for the Super Bowl. We’ve gone in after [the NFL] and surpassed their ticket sales.""",Paul Levesque,/web/20180119173433/http://www.politifact.com/new-jersey/statements/2012/nov/22/paul-levesque/jersey-itinerary-both-events-wrestler-triple-h-say/,1,1
5967,"""Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children – regardless of whether that child is seven or 20 years old – at bars and restaurants.""",Health First Wisconsin,/web/20180119173436/http://www.politifact.com/wisconsin/statements/2012/nov/21/health-first-wisconsin/health-first-wisconsin-says-wisconsin-stands-alone/,0,1
5971,"""In 2011, our state-run lottery funded New Jersey classrooms by over $930 million.""",Big Gamble NJ,/web/20180119173436/http://www.politifact.com/new-jersey/statements/2012/nov/19/big-gamble-nj/group-claims-new-jerseys-classrooms-received-930-m/,1,1
5972,"""In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.""",We the People petition,/web/20180119173436/http://www.politifact.com/ohio/statements/2012/nov/19/we-people-petition/online-petition-claims-obama-got-more-votes-one-co/,0,1
5974,"""More Tennesseans have hunting and fishing licenses than vote.""",Lamar Alexander,/web/20180119173436/http://www.politifact.com/tennessee/statements/2012/nov/18/lamar-alexander/lamar-alexander-says-more-tennesseeans-have-huntin/,0,4
5979,"""Every American now is $51,000 in debt. That’s money I owe, that’s money my children owe before they even go to kindergarten, that’s their check to the federal government right now.""",Caroline Casagrande,/web/20180119173436/http://www.politifact.com/new-jersey/statements/2012/nov/15/caroline-casagrande/caroline-casagrande-says-every-american-owes-feder/,1,2
5984,"""Clayton County offers the lowest operating millage rate in Metro Atlanta.""",Clayton County Government,/web/20180119173439/http://www.politifact.com/georgia/statements/2012/nov/14/clayton-county-government/officials-correct-outdated-claim/,0,1
5988,"""Revenues are 15 percent of GDP — it’s still in the range of the lowest it’s ever been.""",Saxby Chambliss,/web/20180119173439/http://www.politifact.com/georgia/statements/2012/nov/12/saxby-chambliss/senator-says-urges-plan-avoid-fiscal-cliff/,1,2
5990,"""Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.""",Rebecca Kleefisch,/web/20180119173439/http://www.politifact.com/wisconsin/statements/2012/nov/11/rebecca-kleefisch/Rebecca-Kleefisch-says-Wisconsin-ranks-first-among/,1,4
5993,"""Texas’ population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.""",Kirk Watson,/web/20180119173439/http://www.politifact.com/texas/statements/2012/nov/09/kirk-watson/kirk-watson-says-states-population-will-double-50-/,1,1
5995,"""Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.""",Priorities USA Action,/web/20180119173439/http://www.politifact.com/truth-o-meter/statements/2012/nov/05/priorities-usa-action/ad-claims-mitt-romney-made-over-hundred-million-do/,0,1
5996,"""The higher the education level, the more likely they are to vote Democratic.""",Larry Sabato,/web/20180119173439/http://www.politifact.com/georgia/statements/2012/nov/05/larry-sabato/education-level-tied-voting-tendencies/,1,1
6000,"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""",People's Majority,/web/20180119173441/http://www.politifact.com/rhode-island/statements/2012/nov/03/peoples-majority/super-pac-peoples-majority-says-us-sen-sheldon-whi/,0,1
6027,"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.""",Tom  Kean Jr.,/web/20180119173445/http://www.politifact.com/new-jersey/statements/2012/oct/28/tom-kean-jr/tom-kean-claims-new-jersey-was-only-state-nation-r/,0,2
6040,"""If Buehler were elected, our vote-by-mail system would be at risk.""",Bill Bradbury,/web/20180119173445/http://www.politifact.com/oregon/statements/2012/oct/26/bill-bradbury/would-knute-buehler-shelve-oregons-vote-mail/,0,1
6044,"""There’s 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They don’t have to wait until they’re 65.""",Jesse Ventura,/web/20180119173447/http://www.politifact.com/new-jersey/statements/2012/oct/25/jesse-ventura/jesse-ventura-says-convicted-congressmen-senators-/,1,2
6046,"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",Diane Hurley,/web/20180119173447/http://www.politifact.com/rhode-island/statements/2012/oct/25/diane-hurley/ceo-newport-grand-slot-parlor-says-connecticut-get/,1,1
6065,"""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""",Paul Hirschbiel,/web/20180119173450/http://www.politifact.com/virginia/statements/2012/oct/22/paul-hirschbiel/paul-hirschbiel-says-newspapers-called-scott-rigel/,0,1
6070,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",Betty Sutton,/web/20180119173450/http://www.politifact.com/ohio/statements/2012/oct/22/betty-sutton/betty-sutton-says-jim-renacci-tried-avoid-paying-t/,1,4
6112,""" … if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!""",Senior Citizens League,/web/20180119173516/http://www.politifact.com/georgia/statements/2012/oct/15/senior-citizens-league/group-claims-mexicans-not-americans-protected-soci/,0,1
6119,"""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""",John G. Morgan,/web/20180119173516/http://www.politifact.com/tennessee/statements/2012/oct/13/john-g-morgan/official-says-students-not-state-paying-most-colle/,1,1
6129,"""When Congress voted to condemn Iran for sentencing a Christian pastor to death, (U.S. Rep. Lois) Capps was the only member who voted no.""",Emergency Committee for Israel,/web/20180119173519/http://www.politifact.com/truth-o-meter/statements/2012/oct/11/emergency-committee-israel/pro-israel-group-attacks-rep-lois-capps-casting-on/,0,2
6134,"""Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.""",Future PAC (Oregon House Democrats),/web/20180119173521/http://www.politifact.com/oregon/statements/2012/oct/11/future-pac-oregon-house-democrats/did-steve-newgard-owe-13000-back-taxes-1-million-p/,0,1
6137,"""We confer more PhDs each year than any other university in America except Berkeley.""",Bill Powers,/web/20180119173521/http://www.politifact.com/texas/statements/2012/oct/10/bill-powers/bill-powers-says-each-year-university-texas-falls-/,0,1
6145,"""This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.""",American Crossroads,/web/20180119173521/http://www.politifact.com/truth-o-meter/statements/2012/oct/09/american-crossroads/ad-says-barack-obama-promised-jobless-rate-would-b/,0,2
6152,"""When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against women’s health care in our state.""",Robert Menendez,/web/20180119173524/http://www.politifact.com/new-jersey/statements/2012/oct/08/robert-menendez/us-sen-robert-menendez-claims-state-sen-joe-kyrill/,1,3
6155,"""All legislative mail, from the content to the timing, is approved by the speaker's office.""",Jim Kyle,/web/20180119173524/http://www.politifact.com/tennessee/statements/2012/oct/08/jim-kyle/all-legislative-mail-approved-by-Senate-speaker/,0,1
6156,"""When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.""",Michael Riley,/web/20180119173524/http://www.politifact.com/rhode-island/statements/2012/oct/08/michael-riley/michael-riley-blames-rep-james-langevin-helping-ga/,0,1
6165,"""Carol Shea-Porter … wants to increase taxes on small business and job creators.""",Frank Guinta,/web/20180119173524/http://www.politifact.com/new-hampshire/statements/2012/oct/05/frank-guinta/us-rep-frank-guinta-wrong-shea-porters-small-busin/,0,2
6194,"""In every state, women are paid less than men.""",National Women's Law Center,/web/20180119173530/http://www.politifact.com/georgia/statements/2012/oct/01/national-womens-law-center/there-gender-wage-gap-every-state/,1,1
6197,"""Bob Menendez actually voted in favor of higher taxes more than 70 times!""",Joseph Kyrillos,/web/20180119173546/http://www.politifact.com/new-jersey/statements/2012/sep/30/joseph-kyrillos/joe-kyrillos-campaign-claims-bob-menendez-voted-fa/,0,4
6204,"""Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot.""",Jon Husted,/web/20180119173546/http://www.politifact.com/ohio/statements/2012/sep/28/jon-husted/jon-husted-says-online-address-tool-would-have-cut/,1,3
6206,"""We haven’t passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.""",Bob Corker,/web/20180119173546/http://www.politifact.com/tennessee/statements/2012/sep/28/bob-corker/bob-corker-says-senate-has-not-passed-budget-more-/,1,4
6207,"""There’s at least 7,500 addicted gamblers in Rhode Island, at least, … it could be as high as 22,000.""",Eugene McKenna,/web/20180119173546/http://www.politifact.com/rhode-island/statements/2012/sep/28/eugene-mckenna/president-concerned-citizens-against-casino-gambli/,1,2
