,Unnamed: 0,statement,source,link,veracity,freq,length,lemmas,general_pos_tags,specific_pos_tags,sd_tags
1801,8924,"""Between the year 2000 and 2006, (insurance) premiums in this country doubled.""",Chris Van Hollen,/web/20180119175224/http://www.politifact.com/truth-o-meter/statements/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-premiums-doubl/,1,2,79,year insurance premium country double,"[('""', 'PUNCT'), ('Between', 'ADP'), ('the', 'DET'), ('year', 'NOUN'), ('2000', 'NUM'), ('and', 'CCONJ'), ('2006', 'NUM'), (',', 'PUNCT'), ('(', 'PUNCT'), ('insurance', 'NOUN'), (')', 'PUNCT'), ('premiums', 'NOUN'), ('in', 'ADP'), ('this', 'DET'), ('country', 'NOUN'), ('doubled', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Between', 'IN'), ('the', 'DT'), ('year', 'NN'), ('2000', 'CD'), ('and', 'CC'), ('2006', 'CD'), (',', ','), ('(', '-LRB-'), ('insurance', 'NN'), (')', '-RRB-'), ('premiums', 'NNS'), ('in', 'IN'), ('this', 'DT'), ('country', 'NN'), ('doubled', 'VBD'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Between', 'prep'), ('the', 'det'), ('year', 'pobj'), ('2000', 'nummod'), ('and', 'cc'), ('2006', 'conj'), (',', 'punct'), ('(', 'punct'), ('insurance', 'nmod'), (')', 'punct'), ('premiums', 'nsubj'), ('in', 'prep'), ('this', 'det'), ('country', 'pobj'), ('doubled', 'ROOT'), ('.', 'punct'), ('""', 'punct')]"
1802,8928,"""The refusal of many federal employees to fly coach costs taxpayers $146 million annually.""",Newsmax,/web/20180119175224/http://www.politifact.com/truth-o-meter/statements/2011/jan/18/newsmax/newsmax-courts-readers-statistic-about-federal-was/,1,1,91,refusal federal employee fly coach cost taxpayer million annually,"[('""', 'PUNCT'), ('The', 'DET'), ('refusal', 'NOUN'), ('of', 'ADP'), ('many', 'ADJ'), ('federal', 'ADJ'), ('employees', 'NOUN'), ('to', 'PART'), ('fly', 'VERB'), ('coach', 'NOUN'), ('costs', 'NOUN'), ('taxpayers', 'NOUN'), ('$', 'SYM'), ('146', 'NUM'), ('million', 'NUM'), ('annually', 'ADV'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('refusal', 'NN'), ('of', 'IN'), ('many', 'JJ'), ('federal', 'JJ'), ('employees', 'NNS'), ('to', 'TO'), ('fly', 'VB'), ('coach', 'NN'), ('costs', 'NNS'), ('taxpayers', 'NNS'), ('$', '$'), ('146', 'CD'), ('million', 'CD'), ('annually', 'RB'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('refusal', 'ROOT'), ('of', 'prep'), ('many', 'amod'), ('federal', 'amod'), ('employees', 'pobj'), ('to', 'aux'), ('fly', 'acl'), ('coach', 'compound'), ('costs', 'compound'), ('taxpayers', 'dative'), ('$', 'quantmod'), ('146', 'compound'), ('million', 'dobj'), ('annually', 'advmod'), ('.', 'punct'), ('""', 'punct')]"
1803,8933,"""This kind of snowstorm happens every 10 or 15 years.""",John Eaves,/web/20180119175224/http://www.politifact.com/georgia/statements/2011/jan/17/john-eaves/was-snowstorm-rare/,1,2,54,kind snowstorm happen year,"[('""', 'PUNCT'), ('This', 'DET'), ('kind', 'NOUN'), ('of', 'ADP'), ('snowstorm', 'NOUN'), ('happens', 'VERB'), ('every', 'DET'), ('10', 'NUM'), ('or', 'CCONJ'), ('15', 'NUM'), ('years', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('This', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('snowstorm', 'NN'), ('happens', 'VBZ'), ('every', 'DT'), ('10', 'CD'), ('or', 'CC'), ('15', 'CD'), ('years', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('This', 'det'), ('kind', 'nsubj'), ('of', 'prep'), ('snowstorm', 'pobj'), ('happens', 'ROOT'), ('every', 'quantmod'), ('10', 'nummod'), ('or', 'cc'), ('15', 'conj'), ('years', 'npadvmod'), ('.', 'punct'), ('""', 'punct')]"
1804,8934,"""Martin Luther King Jr. was a Republican!""",Raging Elephants,/web/20180119175224/http://www.politifact.com/texas/statements/2011/jan/17/raging-elephants/houston-group-says-martin-luther-king-jr-was-repub/,0,1,42,martin luther king republican,"[('""', 'PUNCT'), ('Martin', 'PROPN'), ('Luther', 'PROPN'), ('King', 'PROPN'), ('Jr.', 'PROPN'), ('was', 'AUX'), ('a', 'DET'), ('Republican', 'PROPN'), ('!', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Martin', 'NNP'), ('Luther', 'NNP'), ('King', 'NNP'), ('Jr.', 'NNP'), ('was', 'VBD'), ('a', 'DT'), ('Republican', 'NNP'), ('!', '.'), ('""', ""''"")]","[('""', 'punct'), ('Martin', 'compound'), ('Luther', 'compound'), ('King', 'compound'), ('Jr.', 'nsubj'), ('was', 'ROOT'), ('a', 'det'), ('Republican', 'attr'), ('!', 'punct'), ('""', 'punct')]"
1805,8935,"""The incoming Republican freshman class – well, it’s no ordinary group: nearly half of its roughly 80 members have never served in elective office before.""",Greg Walden,/web/20180119175224/http://www.politifact.com/oregon/statements/2011/jan/17/greg-walden/rep-greg-walden-says-nearly-half-incoming-republic/,0,1,155,incoming republican freshman class ordinary group nearly half roughly member serve elective office,"[('""', 'PUNCT'), ('The', 'DET'), ('incoming', 'ADJ'), ('Republican', 'ADJ'), ('freshman', 'NOUN'), ('class', 'NOUN'), ('–', 'PUNCT'), ('well', 'INTJ'), (',', 'PUNCT'), ('it', 'PRON'), ('’s', 'VERB'), ('no', 'DET'), ('ordinary', 'ADJ'), ('group', 'NOUN'), (':', 'PUNCT'), ('nearly', 'ADV'), ('half', 'NOUN'), ('of', 'ADP'), ('its', 'PRON'), ('roughly', 'ADV'), ('80', 'NUM'), ('members', 'NOUN'), ('have', 'AUX'), ('never', 'ADV'), ('served', 'VERB'), ('in', 'ADP'), ('elective', 'ADJ'), ('office', 'NOUN'), ('before', 'ADV'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('incoming', 'JJ'), ('Republican', 'JJ'), ('freshman', 'NN'), ('class', 'NN'), ('–', ':'), ('well', 'UH'), (',', ','), ('it', 'PRP'), ('’s', 'VBZ'), ('no', 'DT'), ('ordinary', 'JJ'), ('group', 'NN'), (':', ':'), ('nearly', 'RB'), ('half', 'NN'), ('of', 'IN'), ('its', 'PRP$'), ('roughly', 'RB'), ('80', 'CD'), ('members', 'NNS'), ('have', 'VBP'), ('never', 'RB'), ('served', 'VBN'), ('in', 'IN'), ('elective', 'JJ'), ('office', 'NN'), ('before', 'RB'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('incoming', 'amod'), ('Republican', 'amod'), ('freshman', 'compound'), ('class', 'nsubj'), ('–', 'punct'), ('well', 'intj'), (',', 'punct'), ('it', 'nsubj'), ('’s', 'ccomp'), ('no', 'det'), ('ordinary', 'amod'), ('group', 'attr'), (':', 'punct'), ('nearly', 'advmod'), ('half', 'nsubj'), ('of', 'prep'), ('its', 'poss'), ('roughly', 'advmod'), ('80', 'nummod'), ('members', 'pobj'), ('have', 'aux'), ('never', 'neg'), ('served', 'ROOT'), ('in', 'prep'), ('elective', 'amod'), ('office', 'pobj'), ('before', 'advmod'), ('.', 'punct'), ('""', 'punct')]"
1806,8937,"""Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.""",Glenn Grothman,/web/20180119175224/http://www.politifact.com/wisconsin/statements/2011/jan/16/glenn-grothman/wisconsin-state-sen-glenn-grothman-says-recent-res/,0,3,120,recent study confirm academic benefit government fund preschool disappear fourth grade,"[('""', 'PUNCT'), ('Recent', 'ADJ'), ('studies', 'NOUN'), ('have', 'AUX'), ('confirmed', 'VERB'), ('that', 'SCONJ'), ('any', 'DET'), ('academic', 'ADJ'), ('benefits', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('funded', 'VERB'), ('preschool', 'NOUN'), ('disappear', 'VERB'), ('by', 'ADP'), ('the', 'DET'), ('fourth', 'ADJ'), ('grade', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Recent', 'JJ'), ('studies', 'NNS'), ('have', 'VBP'), ('confirmed', 'VBN'), ('that', 'IN'), ('any', 'DT'), ('academic', 'JJ'), ('benefits', 'NNS'), ('of', 'IN'), ('government', 'NN'), ('funded', 'VBN'), ('preschool', 'NN'), ('disappear', 'VBP'), ('by', 'IN'), ('the', 'DT'), ('fourth', 'JJ'), ('grade', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Recent', 'amod'), ('studies', 'nsubj'), ('have', 'aux'), ('confirmed', 'ROOT'), ('that', 'mark'), ('any', 'det'), ('academic', 'amod'), ('benefits', 'nsubj'), ('of', 'prep'), ('government', 'npadvmod'), ('funded', 'amod'), ('preschool', 'pobj'), ('disappear', 'ccomp'), ('by', 'prep'), ('the', 'det'), ('fourth', 'amod'), ('grade', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1807,8939,"""On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.""",Todd Staples,/web/20180119175227/http://www.politifact.com/texas/statements/2011/jan/15/todd-staples/agriculture-commissioner-todd-staples-says-america/,1,2,183,average americans spend percent disposable income food compare folk mexico spend percent china percent russia percent,"[('""', 'PUNCT'), ('On', 'ADP'), ('average', 'ADJ'), (',', 'PUNCT'), ('Americans', 'PROPN'), ('spend', 'VERB'), ('less', 'ADJ'), ('than', 'ADP'), ('10', 'NUM'), ('percent', 'NOUN'), ('of', 'ADP'), ('their', 'PRON'), ('disposable', 'ADJ'), ('income', 'NOUN'), ('on', 'ADP'), ('food', 'NOUN'), ('.', 'PUNCT'), ('Compare', 'VERB'), ('that', 'PRON'), ('to', 'ADP'), ('folks', 'NOUN'), ('in', 'ADP'), ('Mexico', 'PROPN'), (',', 'PUNCT'), ('who', 'PRON'), ('spend', 'VERB'), ('22', 'NUM'), ('percent', 'NOUN'), (',', 'PUNCT'), ('China', 'PROPN'), (',', 'PUNCT'), ('28', 'NUM'), ('percent', 'NOUN'), ('and', 'CCONJ'), ('Russia', 'PROPN'), (',', 'PUNCT'), ('37', 'NUM'), ('percent', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('On', 'IN'), ('average', 'JJ'), (',', ','), ('Americans', 'NNPS'), ('spend', 'VBP'), ('less', 'JJR'), ('than', 'IN'), ('10', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('disposable', 'JJ'), ('income', 'NN'), ('on', 'IN'), ('food', 'NN'), ('.', '.'), ('Compare', 'VB'), ('that', 'DT'), ('to', 'IN'), ('folks', 'NNS'), ('in', 'IN'), ('Mexico', 'NNP'), (',', ','), ('who', 'WP'), ('spend', 'VBP'), ('22', 'CD'), ('percent', 'NN'), (',', ','), ('China', 'NNP'), (',', ','), ('28', 'CD'), ('percent', 'NN'), ('and', 'CC'), ('Russia', 'NNP'), (',', ','), ('37', 'CD'), ('percent', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('On', 'prep'), ('average', 'amod'), (',', 'punct'), ('Americans', 'nsubj'), ('spend', 'ROOT'), ('less', 'amod'), ('than', 'quantmod'), ('10', 'nummod'), ('percent', 'dobj'), ('of', 'prep'), ('their', 'poss'), ('disposable', 'amod'), ('income', 'pobj'), ('on', 'prep'), ('food', 'pobj'), ('.', 'punct'), ('Compare', 'ROOT'), ('that', 'dobj'), ('to', 'prep'), ('folks', 'pobj'), ('in', 'prep'), ('Mexico', 'pobj'), (',', 'punct'), ('who', 'nsubj'), ('spend', 'relcl'), ('22', 'nummod'), ('percent', 'dobj'), (',', 'punct'), ('China', 'appos'), (',', 'punct'), ('28', 'nummod'), ('percent', 'dobj'), ('and', 'cc'), ('Russia', 'conj'), (',', 'punct'), ('37', 'nummod'), ('percent', 'npadvmod'), ('.', 'punct'), ('""', 'punct')]"
1808,8941,"""Whether you like to admit it or not, half our general revenue goes to education.""",Mike Haridopolos,/web/20180119175227/http://www.politifact.com/florida/statements/2011/jan/14/mike-haridopolos/florida-senate-president-warns-education-funding-c/,1,3,82,like admit half general revenue education,"[('""', 'PUNCT'), ('Whether', 'SCONJ'), ('you', 'PRON'), ('like', 'VERB'), ('to', 'PART'), ('admit', 'VERB'), ('it', 'PRON'), ('or', 'CCONJ'), ('not', 'PART'), (',', 'PUNCT'), ('half', 'DET'), ('our', 'PRON'), ('general', 'ADJ'), ('revenue', 'NOUN'), ('goes', 'VERB'), ('to', 'ADP'), ('education', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Whether', 'IN'), ('you', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('admit', 'VB'), ('it', 'PRP'), ('or', 'CC'), ('not', 'RB'), (',', ','), ('half', 'PDT'), ('our', 'PRP$'), ('general', 'JJ'), ('revenue', 'NN'), ('goes', 'VBZ'), ('to', 'IN'), ('education', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Whether', 'mark'), ('you', 'nsubj'), ('like', 'advcl'), ('to', 'aux'), ('admit', 'xcomp'), ('it', 'dobj'), ('or', 'cc'), ('not', 'conj'), (',', 'punct'), ('half', 'predet'), ('our', 'poss'), ('general', 'amod'), ('revenue', 'nsubj'), ('goes', 'ROOT'), ('to', 'prep'), ('education', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1809,8944,"""When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year.""",Frank Lautenberg,/web/20180119175227/http://www.politifact.com/truth-o-meter/statements/2011/jan/13/frank-lautenberg/frank-lautenberg-says-us-has-9500-gun-murders-year/,1,4,219,look number murder united states people murder look world large country germany japan kill year,"[('""', 'PUNCT'), ('When', 'SCONJ'), ('we', 'PRON'), ('look', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('number', 'NOUN'), ('of', 'ADP'), ('murders', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('United', 'PROPN'), ('States', 'PROPN'), ('(', 'PUNCT'), ('in', 'ADP'), (')', 'PUNCT'), ('2009', 'NUM'), (',', 'PUNCT'), ('we', 'PRON'), ('had', 'VERB'), ('9,500', 'NUM'), ('people', 'NOUN'), ('murdered', 'VERB'), ('.', 'PUNCT'), ('When', 'SCONJ'), ('we', 'PRON'), ('look', 'VERB'), ('around', 'ADP'), ('the', 'DET'), ('world', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('see', 'VERB'), ('...', 'PUNCT'), ('large', 'ADJ'), ('countries', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('U.K.', 'PROPN'), (',', 'PUNCT'), ('Germany', 'PROPN'), (',', 'PUNCT'), ('Japan', 'PROPN'), ('had', 'VERB'), ('200', 'NUM'), ('or', 'CCONJ'), ('less', 'ADV'), ('killed', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('year', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('When', 'WRB'), ('we', 'PRP'), ('look', 'VBP'), ('at', 'IN'), ('the', 'DT'), ('number', 'NN'), ('of', 'IN'), ('murders', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNP'), ('(', '-LRB-'), ('in', 'IN'), (')', '-RRB-'), ('2009', 'CD'), (',', ','), ('we', 'PRP'), ('had', 'VBD'), ('9,500', 'CD'), ('people', 'NNS'), ('murdered', 'VBN'), ('.', '.'), ('When', 'WRB'), ('we', 'PRP'), ('look', 'VBP'), ('around', 'IN'), ('the', 'DT'), ('world', 'NN'), (',', ','), ('we', 'PRP'), ('see', 'VBP'), ('...', ':'), ('large', 'JJ'), ('countries', 'NNS'), (',', ','), ('the', 'DT'), ('U.K.', 'NNP'), (',', ','), ('Germany', 'NNP'), (',', ','), ('Japan', 'NNP'), ('had', 'VBD'), ('200', 'CD'), ('or', 'CC'), ('less', 'RBR'), ('killed', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('year', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('When', 'advmod'), ('we', 'nsubj'), ('look', 'advcl'), ('at', 'prep'), ('the', 'det'), ('number', 'pobj'), ('of', 'prep'), ('murders', 'pobj'), ('in', 'prep'), ('the', 'det'), ('United', 'compound'), ('States', 'pobj'), ('(', 'punct'), ('in', 'prep'), (')', 'punct'), ('2009', 'pobj'), (',', 'punct'), ('we', 'nsubj'), ('had', 'ROOT'), ('9,500', 'nummod'), ('people', 'nsubj'), ('murdered', 'ccomp'), ('.', 'punct'), ('When', 'advmod'), ('we', 'nsubj'), ('look', 'advcl'), ('around', 'prep'), ('the', 'det'), ('world', 'pobj'), (',', 'punct'), ('we', 'nsubj'), ('see', 'ROOT'), ('...', 'punct'), ('large', 'amod'), ('countries', 'nsubj'), (',', 'punct'), ('the', 'det'), ('U.K.', 'conj'), (',', 'punct'), ('Germany', 'conj'), (',', 'punct'), ('Japan', 'conj'), ('had', 'ccomp'), ('200', 'nsubj'), ('or', 'cc'), ('less', 'conj'), ('killed', 'advcl'), ('in', 'prep'), ('a', 'det'), ('year', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1810,8945,"""I have fought for our shared values without being an ideologue or a partisan""",Chris Abele,/web/20180119175227/http://www.politifact.com/wisconsin/statements/2011/jan/13/chris-abele/milwaukee-county-executive-candidate-chris-abele-s/,0,3,78,i fight share value ideologue partisan,"[('""', 'PUNCT'), ('I', 'PRON'), ('have', 'AUX'), ('fought', 'VERB'), ('for', 'ADP'), ('our', 'PRON'), ('shared', 'VERB'), ('values', 'NOUN'), ('without', 'ADP'), ('being', 'AUX'), ('an', 'DET'), ('ideologue', 'NOUN'), ('or', 'CCONJ'), ('a', 'DET'), ('partisan', 'ADJ'), ('""', 'PUNCT')]","[('""', '``'), ('I', 'PRP'), ('have', 'VBP'), ('fought', 'VBN'), ('for', 'IN'), ('our', 'PRP$'), ('shared', 'VBN'), ('values', 'NNS'), ('without', 'IN'), ('being', 'VBG'), ('an', 'DT'), ('ideologue', 'NN'), ('or', 'CC'), ('a', 'DT'), ('partisan', 'JJ'), ('""', ""''"")]","[('""', 'punct'), ('I', 'nsubj'), ('have', 'aux'), ('fought', 'ROOT'), ('for', 'prep'), ('our', 'poss'), ('shared', 'amod'), ('values', 'pobj'), ('without', 'prep'), ('being', 'pcomp'), ('an', 'det'), ('ideologue', 'attr'), ('or', 'cc'), ('a', 'det'), ('partisan', 'conj'), ('""', 'punct')]"
1811,8965,"""It's taken more time to complete the Towpath Trail than it did to build the (Ohio & Erie) Canal.""",Dan Moore,/web/20180119175248/http://www.politifact.com/ohio/statements/2011/jan/06/dan-moore/metroparks-commissioner-dan-moore-knows-his-canal-/,1,1,98,time complete towpath trail build ohio erie canal,"[('""', 'PUNCT'), ('It', 'PRON'), (""'s"", 'AUX'), ('taken', 'VERB'), ('more', 'ADJ'), ('time', 'NOUN'), ('to', 'PART'), ('complete', 'VERB'), ('the', 'DET'), ('Towpath', 'PROPN'), ('Trail', 'PROPN'), ('than', 'SCONJ'), ('it', 'PRON'), ('did', 'VERB'), ('to', 'PART'), ('build', 'VERB'), ('the', 'DET'), ('(', 'PUNCT'), ('Ohio', 'PROPN'), ('&', 'CCONJ'), ('Erie', 'PROPN'), (')', 'PUNCT'), ('Canal', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('It', 'PRP'), (""'s"", 'VBZ'), ('taken', 'VBN'), ('more', 'JJR'), ('time', 'NN'), ('to', 'TO'), ('complete', 'VB'), ('the', 'DT'), ('Towpath', 'NNP'), ('Trail', 'NNP'), ('than', 'IN'), ('it', 'PRP'), ('did', 'VBD'), ('to', 'TO'), ('build', 'VB'), ('the', 'DT'), ('(', '-LRB-'), ('Ohio', 'NNP'), ('&', 'CC'), ('Erie', 'NNP'), (')', '-RRB-'), ('Canal', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('It', 'nsubjpass'), (""'s"", 'auxpass'), ('taken', 'ROOT'), ('more', 'amod'), ('time', 'dobj'), ('to', 'aux'), ('complete', 'relcl'), ('the', 'det'), ('Towpath', 'compound'), ('Trail', 'dobj'), ('than', 'mark'), ('it', 'nsubj'), ('did', 'advcl'), ('to', 'aux'), ('build', 'xcomp'), ('the', 'det'), ('(', 'punct'), ('Ohio', 'nmod'), ('&', 'cc'), ('Erie', 'conj'), (')', 'punct'), ('Canal', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
1812,8967,"""The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.""",Kevin McCarthy,/web/20180119175248/http://www.politifact.com/truth-o-meter/statements/2011/jan/05/kevin-mccarthy/kevin-mccarthy-says-111th-congress-spent-more-mone/,0,2,133,democratic majority lead congress spend money year congress combine,"[('""', 'PUNCT'), ('The', 'DET'), ('Democratic', 'ADJ'), ('majority', 'NOUN'), ('led', 'VERB'), ('the', 'DET'), ('111th', 'ADJ'), ('Congress', 'PROPN'), ('to', 'PART'), ('spend', 'VERB'), ('more', 'ADJ'), ('money', 'NOUN'), ('in', 'ADP'), ('two', 'NUM'), ('years', 'NOUN'), ('than', 'ADP'), ('the', 'DET'), ('first', 'ADJ'), ('100', 'NUM'), ('congresses', 'NOUN'), ('before', 'SCONJ'), ('them', 'PRON'), ('combined', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('Democratic', 'JJ'), ('majority', 'NN'), ('led', 'VBD'), ('the', 'DT'), ('111th', 'JJ'), ('Congress', 'NNP'), ('to', 'TO'), ('spend', 'VB'), ('more', 'JJR'), ('money', 'NN'), ('in', 'IN'), ('two', 'CD'), ('years', 'NNS'), ('than', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('100', 'CD'), ('congresses', 'NNS'), ('before', 'IN'), ('them', 'PRP'), ('combined', 'VBN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('Democratic', 'amod'), ('majority', 'nsubj'), ('led', 'ROOT'), ('the', 'det'), ('111th', 'dobj'), ('Congress', 'nsubj'), ('to', 'aux'), ('spend', 'xcomp'), ('more', 'amod'), ('money', 'dobj'), ('in', 'prep'), ('two', 'nummod'), ('years', 'pobj'), ('than', 'prep'), ('the', 'det'), ('first', 'amod'), ('100', 'nummod'), ('congresses', 'pobj'), ('before', 'mark'), ('them', 'nsubj'), ('combined', 'advcl'), ('.', 'punct'), ('""', 'punct')]"
1813,8971,"""I stopped requesting earmarks in 2008.""",Michael McCaul,/web/20180119175310/http://www.politifact.com/texas/statements/2011/jan/05/michael-mccaul/michael-mccaul-says-he-stopped-requesting-earmarks/,1,2,40,i stop request earmark,"[('""', 'PUNCT'), ('I', 'PRON'), ('stopped', 'VERB'), ('requesting', 'VERB'), ('earmarks', 'NOUN'), ('in', 'ADP'), ('2008', 'NUM'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('I', 'PRP'), ('stopped', 'VBD'), ('requesting', 'VBG'), ('earmarks', 'NNS'), ('in', 'IN'), ('2008', 'CD'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('I', 'nsubj'), ('stopped', 'ROOT'), ('requesting', 'xcomp'), ('earmarks', 'dobj'), ('in', 'prep'), ('2008', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1814,8972,"""We can save $125 billion in simply not giving out money to Medicare recipients that don't exist for procedures that didn't happen.""",Darrell Issa,/web/20180119175310/http://www.politifact.com/truth-o-meter/statements/2011/jan/04/darrell-issa/rep-darrell-issa-claims-government-could-save-125-/,0,1,132,save billion simply money medicare recipient exist procedure happen,"[('""', 'PUNCT'), ('We', 'PRON'), ('can', 'AUX'), ('save', 'VERB'), ('$', 'SYM'), ('125', 'NUM'), ('billion', 'NUM'), ('in', 'ADP'), ('simply', 'ADV'), ('not', 'PART'), ('giving', 'VERB'), ('out', 'ADP'), ('money', 'NOUN'), ('to', 'ADP'), ('Medicare', 'PROPN'), ('recipients', 'NOUN'), ('that', 'PRON'), ('do', 'AUX'), (""n't"", 'PART'), ('exist', 'VERB'), ('for', 'ADP'), ('procedures', 'NOUN'), ('that', 'PRON'), ('did', 'AUX'), (""n't"", 'PART'), ('happen', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('We', 'PRP'), ('can', 'MD'), ('save', 'VB'), ('$', '$'), ('125', 'CD'), ('billion', 'CD'), ('in', 'IN'), ('simply', 'RB'), ('not', 'RB'), ('giving', 'VBG'), ('out', 'RP'), ('money', 'NN'), ('to', 'IN'), ('Medicare', 'NNP'), ('recipients', 'NNS'), ('that', 'WDT'), ('do', 'VBP'), (""n't"", 'RB'), ('exist', 'VB'), ('for', 'IN'), ('procedures', 'NNS'), ('that', 'WDT'), ('did', 'VBD'), (""n't"", 'RB'), ('happen', 'VB'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('We', 'nsubj'), ('can', 'aux'), ('save', 'ROOT'), ('$', 'quantmod'), ('125', 'compound'), ('billion', 'dobj'), ('in', 'prep'), ('simply', 'advmod'), ('not', 'neg'), ('giving', 'pcomp'), ('out', 'prt'), ('money', 'dobj'), ('to', 'dative'), ('Medicare', 'compound'), ('recipients', 'pobj'), ('that', 'nsubj'), ('do', 'aux'), (""n't"", 'neg'), ('exist', 'relcl'), ('for', 'prep'), ('procedures', 'pobj'), ('that', 'nsubj'), ('did', 'aux'), (""n't"", 'neg'), ('happen', 'relcl'), ('.', 'punct'), ('""', 'punct')]"
1815,8973,"""I never proposed privatizing the (Milwaukee County) airport.""",Jeff Stone,/web/20180119175310/http://www.politifact.com/wisconsin/statements/2011/jan/04/jeff-stone/wisconsin-rep-jeff-stone-says-he-never-proposed-pr/,1,2,62,i propose privatize milwaukee county airport,"[('""', 'PUNCT'), ('I', 'PRON'), ('never', 'ADV'), ('proposed', 'VERB'), ('privatizing', 'VERB'), ('the', 'DET'), ('(', 'PUNCT'), ('Milwaukee', 'PROPN'), ('County', 'PROPN'), (')', 'PUNCT'), ('airport', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('I', 'PRP'), ('never', 'RB'), ('proposed', 'VBD'), ('privatizing', 'VBG'), ('the', 'DT'), ('(', '-LRB-'), ('Milwaukee', 'NNP'), ('County', 'NNP'), (')', '-RRB-'), ('airport', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('I', 'nsubj'), ('never', 'neg'), ('proposed', 'ROOT'), ('privatizing', 'xcomp'), ('the', 'det'), ('(', 'punct'), ('Milwaukee', 'compound'), ('County', 'nmod'), (')', 'punct'), ('airport', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
